iter	Logloss
160	0.5041096103
161	0.5021892504
162	0.5010421469
163	0.5010405763
164	0.5010393307
165	0.4961475822
166	0.4961451993
167	0.4961428706
168	0.4961410292
169	0.4946244654
170	0.4946220824
171	0.4944143355
172	0.4909796863
173	0.4909769784
174	0.4890063065
175	0.488966501
176	0.488964118
177	0.4878115988
178	0.4878090534
179	0.4878067247
180	0.487804775
181	0.486553798
182	0.486534139
183	0.4854755825
184	0.4854734162
185	0.4843396354
186	0.4826598959
187	0.4826568631
188	0.482654101
189	0.4826518806
190	0.4826498768
191	0.4826477105
192	0.4818793282
193	0.4818777035
194	0.4818760788
195	0.481551948
196	0.4815508107
197	0.4815496193
198	0.4815481029
199	0.4815472905
200	0.4815465865
201	0.4815456116
202	0.4810112968
203	0.4810106469
204	0.481009997
205	0.4810094554
206	0.4803279413
207	0.4800506565
208	0.4800501149
209	0.4781014308
210	0.4781004018
211	0.4780995353
212	0.4780650913
213	0.4780648205
214	0.4779579684
215	0.477957156
216	0.4775269313
217	0.477526498
218	0.4775259565
219	0.477525794
220	0.4775254149
221	0.4766124871
222	0.4766118372
223	0.4766118372
224	0.4723060696
225	0.4723050406
226	0.4723044449
227	0.4723036867
228	0.4723033617
229	0.472206312
230	0.4722058788
231	0.4722055538
232	0.4722050123
233	0.4722046873
234	0.4700873036
235	0.4683237829
236	0.4683232413
237	0.4683225914
238	0.4683219415
239	0.4683214541
240	0.4683208584
241	0.4683177173
242	0.4683171757
243	0.4683168508
244	0.4682422222
245	0.4675894114
246	0.4668676043
247	0.4665621577
248	0.4649611086
249	0.464960188
250	0.4644357839
251	0.4644351881
252	0.4631662851
253	0.4631653103
254	0.4630233101
255	0.4618622341
256	0.4614951566
257	0.4614946692
258	0.4614941276
259	0.4605028344
260	0.4605024553
261	0.4605016429
262	0.4603238448
263	0.4603232491
264	0.4603230325
265	0.4588572681
266	0.4583578846
267	0.4583571806
268	0.4583568015
269	0.4566059536
270	0.4566053037
271	0.4566044913
272	0.4563454033
273	0.4563449159
274	0.4563444285
275	0.4563442119
276	0.4563436161
277	0.4563437786
278	0.4563436703
279	0.4563432912
280	0.4559128498
281	0.4559121458
282	0.4555305
283	0.4554213733
284	0.4554211567
285	0.4554211567
286	0.4554208317
287	0.4554208317
288	0.4554205068
289	0.4550189853
290	0.455018877
291	0.4549600082
292	0.4549597915
293	0.4549596291
294	0.4548083139
295	0.4548080431
296	0.4548078806
297	0.4547681834
298	0.4541234962
299	0.4541234962
300	0.4541235503
301	0.4532294421
302	0.4524929856
303	0.4524928772
304	0.4515396294
305	0.4514641614
306	0.4514639447
307	0.4514339417
308	0.4514337792
309	0.4485542412
310	0.4485529144
311	0.4485518312
312	0.448551046
313	0.4485499087
314	0.4485492046
315	0.4484279737
316	0.4484271614
317	0.4484266198
318	0.4484263761
319	0.4484258345
320	0.4475484068
321	0.4472395754
322	0.446967273
323	0.4469667315
324	0.4469662711
325	0.4469568207
326	0.4469564957
327	0.446956225
328	0.4469557646
329	0.4469557375
330	0.4469554668
331	0.4469554126
332	0.4469552772
333	0.4469550877
334	0.4469224309
335	0.4469221601
336	0.4469221059
337	0.4469221601
338	0.4469221059
339	0.4464037133
340	0.4464037674
341	0.4458827211
342	0.4454793854
343	0.4454791958
344	0.4445883913
345	0.4445883642
346	0.4445881475
347	0.4445879038
348	0.4445877143
349	0.4445804031
350	0.4443358833
351	0.4440322781
352	0.444031899
353	0.444031899
354	0.4440317365
355	0.4436147532
356	0.4436145637
357	0.4436145908
358	0.4436144283
359	0.4436142658
360	0.4431591017
361	0.4431259846
362	0.4431258492
363	0.4431259033
364	0.443125795
365	0.4429316686
366	0.4410679842
367	0.4403724975
368	0.4399376423
369	0.4398943166
370	0.4394104491
371	0.4394100971
372	0.4391786022
373	0.4391784126
374	0.4390725624
375	0.4380763408
376	0.4380226169
377	0.4380221837
378	0.4380221837
379	0.4380218046
380	0.438017472
381	0.43801712
382	0.4380167138
383	0.4380167138
384	0.4379771519
385	0.4379769624
386	0.4379770166
387	0.4379767458
388	0.4369966901
389	0.4369967714
390	0.4369964464
391	0.4369963652
392	0.4369963381
393	0.4369963381
394	0.4364787037
395	0.4364786495
396	0.4364787578
397	0.4364157188
398	0.4363730159
399	0.4363159884
400	0.4363163404
401	0.4363160696
402	0.4363159071
403	0.4363160696
404	0.4363159613
405	0.4363095166
406	0.4363095978
407	0.4363096791
408	0.4363095166
409	0.4363097332
410	0.4363094624
411	0.4363095978
412	0.4363094624
413	0.4363094624
414	0.4363094624
415	0.4363094624
416	0.4363094624
417	0.4363094624
418	0.4363094624
419	0.4359523228
420	0.4359500211
421	0.4358998174
422	0.4358998445
423	0.4358998445
424	0.4357631247
425	0.4357629351
426	0.4357629622
427	0.4356548644
428	0.4355084776
429	0.4355084776
430	0.4355084234
431	0.4355083963
432	0.4355081797
433	0.4355082609
434	0.4355083422
435	0.4353386677
436	0.4353386135
437	0.4351458951
438	0.4351460035
439	0.435145841
440	0.4351457327
441	0.4346990441
442	0.43469899
443	0.4345235748
444	0.4345236019
445	0.4345236019
446	0.4345233582
447	0.4345233311
448	0.434521219
449	0.4345213544
450	0.4345027785
451	0.4345027785
452	0.4345028597
453	0.4345028056
454	0.4344623501
455	0.4344364901
456	0.4344365713
457	0.4344365713
458	0.4344364901
459	0.4344363547
460	0.4344362734
461	0.4328100142
462	0.4327005354
463	0.4327005354
464	0.4327004271
465	0.432700048
466	0.4326999938
467	0.4326999397
468	0.4327001022
469	0.4325768945
470	0.4325766508
471	0.4325446981
472	0.432544671
473	0.4325445898
474	0.4325446439
475	0.4325445085
476	0.4325425589
477	0.4325423693
478	0.4318033132
479	0.4318029612
480	0.4318030153
481	0.4318030695
482	0.4318030966
483	0.4316625045
484	0.4316623962
485	0.4316622879
486	0.4316622337
487	0.4315536215
488	0.4315534319
489	0.4315533778
490	0.4312207443
491	0.4312204735
492	0.4312205547
493	0.4312204193
494	0.4310772548
495	0.431077336
496	0.431077336
497	0.4310774444
498	0.431077336
499	0.4310773631
500	0.430664929
501	0.430664929
502	0.4306646853
503	0.4306648207
504	0.4306647665
505	0.4306648478
506	0.4303612696
507	0.4303611072
508	0.4303611884
509	0.4298391672
510	0.4297626973
511	0.4297627785
512	0.4296856857
513	0.429685767
514	0.4296858753
515	0.4296856045
516	0.4294282495
517	0.429428087
518	0.4294264623
519	0.4292896613
520	0.4288552123
521	0.4284848854
522	0.4284849395
523	0.42846306
524	0.428463033
525	0.4284628976
526	0.428463033
527	0.4284628434
528	0.42846306
529	0.4284628434
530	0.4284627892
531	0.4284627892
532	0.4284630059
533	0.428463033
534	0.4284627892
535	0.4284628163
536	0.4284627351
537	0.4284626809
538	0.4284627351
539	0.4284626809
540	0.4284626268
541	0.4284627351
542	0.4284627892
543	0.4283473803
544	0.4282132058
545	0.4282133412
546	0.4282134224
547	0.4282133954
548	0.4282134495
549	0.4282135578
550	0.4282133412
551	0.4282135037
552	0.4280919208
553	0.428058912
554	0.4280588849
555	0.4280589391
556	0.4276742064
557	0.4276743418
558	0.4276697384
559	0.4274254624
560	0.4274255436
561	0.4273658624
562	0.4273655916
563	0.4273198017
564	0.4272223458
565	0.4272221021
566	0.4272223458
567	0.4272223458
568	0.4271203949
569	0.427120422
570	0.4271203407
571	0.4270237514
572	0.4270233994
573	0.4270236702
574	0.4270237514
575	0.4269278119
576	0.4269277578
577	0.4269278661
578	0.4269278119
579	0.4268776082
580	0.4268777436
581	0.4268776624
582	0.4268776894
583	0.4268777436
584	0.4268762272
585	0.4268763626
586	0.4268762543
587	0.4268565952
588	0.4267736264
589	0.4267737618
590	0.4267736806
591	0.426771081
592	0.4267710269
593	0.4267709998
594	0.4267709727
595	0.4267710269
596	0.4267712976
597	0.4267712435
598	0.426771406
599	0.4267712976
600	0.4267589227
601	0.4267591123
602	0.4267591664
603	0.4267590852
604	0.4267590852
605	0.4267590581
606	0.4267592206
607	0.4267577583
608	0.4263240134
609	0.4263240134
610	0.4263240946
611	0.4251566551
612	0.4251561135
613	0.4251564114
614	0.4251564926
615	0.4251561948
616	0.4251561135
617	0.4251557344
618	0.4249956458
619	0.4249956999
620	0.4249956728
621	0.4249954833
622	0.4249955374
623	0.4249955104
624	0.4249954833
625	0.4249954291
626	0.4249953208
627	0.4249952125
628	0.4249952125
629	0.4246478212
630	0.4245083393
631	0.4245081227
632	0.4245081227
633	0.4245080144
634	0.424508231
635	0.424507879
636	0.4245079602
637	0.4245081498
638	0.4245079602
639	0.4245077436
640	0.4245073645
641	0.4241232817
642	0.42412339
643	0.4241232546
644	0.4241231734
645	0.4240755692
646	0.4240168087
647	0.4240167545
648	0.4240168087
649	0.4239553944
650	0.423955584
651	0.4239556381
652	0.4239555298
653	0.4239557464
654	0.423889783
655	0.423889783
656	0.4235366781
657	0.423536651
658	0.4235365698
659	0.4232081064
660	0.4232081335
661	0.4232080793
662	0.4232082418
663	0.4232082959
664	0.423175585
665	0.4228909889
666	0.4228512917
667	0.4224699438
668	0.4224698626
669	0.4224697543
670	0.4224697543
671	0.4224700792
672	0.4224699709
673	0.4224698355
674	0.4224698084
675	0.4224698626
676	0.4224699438
677	0.4224012184
678	0.4224011642
679	0.4224012184
680	0.4221949607
681	0.4219986409
682	0.4219734036
683	0.4216902427
684	0.4216874266
685	0.4216557988
686	0.4216560695
687	0.4216018311
688	0.4216018853
689	0.4216019394
690	0.4216018853
691	0.4216015874
692	0.4212533296
693	0.421111194
694	0.4211111128
695	0.4211111399
696	0.4211110586
697	0.4211109503
698	0.4209913171
699	0.4208559512
700	0.4208559512
701	0.4208134378
702	0.4208133566
703	0.4208134107
704	0.4208131941
705	0.4208132753
706	0.4208133024
707	0.4199950414
708	0.4199943373
709	0.4199943915
710	0.4199944186
711	0.4199069818
712	0.4199071442
713	0.4199070359
714	0.4199070359
715	0.4199066027
716	0.419907063
717	0.4198563448
718	0.4198564531
719	0.4198563448
720	0.4198563719
721	0.4198198428
722	0.4197936037
723	0.4197934683
724	0.4197934412
725	0.4197934683
726	0.4197934412
727	0.4191579336
728	0.4191579336
729	0.4190601257
730	0.4190602882
731	0.4190600716
732	0.4190601257
733	0.4190602341
734	0.4190602611
735	0.4190596383
736	0.4190214575
737	0.4190105178
738	0.4190101116
739	0.4190101657
740	0.4187840865
741	0.418783897
742	0.4187566559
743	0.4187566559
744	0.4187567913
745	0.4187408149
746	0.4187409233
747	0.4187408149
748	0.4187408962
749	0.4187411128
750	0.4187410857
751	0.4187407608
752	0.4187407608
753	0.4187410045
754	0.418740842
755	0.4187406795
756	0.4187392985
757	0.4187372947
758	0.4187374572
759	0.4187374572
760	0.4187374572
761	0.4187374843
762	0.418737403
763	0.4187372947
764	0.4187019301
765	0.4187018759
766	0.4187007386
767	0.4187007928
768	0.4187007928
769	0.4181046846
770	0.4181045762
771	0.4181017059
772	0.4181018684
773	0.4181018142
774	0.4181017601
775	0.4180676952
776	0.4180674786
777	0.4180674786
778	0.4180674244
779	0.4180676952
780	0.4180667745
781	0.4180669099
782	0.4180668287
783	0.4180664496
784	0.4180314911
785	0.4180316265
786	0.4180245319
787	0.4180243153
788	0.4180039793
789	0.4179730555
790	0.4179730826
791	0.4179728118
792	0.4179083106
793	0.4179084189
794	0.4179083106
795	0.4173595628
796	0.4173596441
797	0.4173595087
798	0.4173592108
799	0.4173591837
800	0.4173593733
801	0.4173594816
802	0.4173594003
803	0.417359265
804	0.4173594274
805	0.4173593733
806	0.417356855
807	0.4173051619
808	0.4172800601
809	0.4172798164
810	0.4172799517
811	0.4172798434
812	0.4172798705
813	0.4172798164
814	0.4172797893
815	0.4172797893
816	0.4172797622
817	0.4172797622
818	0.4172796539
819	0.4172797622
820	0.4172796268
821	0.4172732092
822	0.4172728301
823	0.4172506256
824	0.4172507069
825	0.4171651656
826	0.4171650573
827	0.4171651114
828	0.4171651114
829	0.4171273097
830	0.4171273097
831	0.4171032639
832	0.4171033451
833	0.4171031014
834	0.4171032639
835	0.4171031014
836	0.4171031014
837	0.4171030744
838	0.4171031556
839	0.4171033722
840	0.4171031556
841	0.4171032097
842	0.4171031285
843	0.4171030202
844	0.4171032097
845	0.417102966
846	0.4171031014
847	0.4171032097
848	0.4171031556
849	0.4171030744
850	0.4171031285
851	0.4171032097
852	0.4171032097
853	0.4171029931
854	0.4171029931
855	0.4171031556
856	0.4171030473
857	0.4171030473
858	0.4170118736
859	0.4165613941
860	0.4165612858
861	0.4165611775
862	0.416561367
863	0.4165611775
864	0.4165612587
865	0.4165612858
866	0.4165488567
867	0.4165487755
868	0.4165486672
869	0.4163583317
870	0.4163583859
871	0.4163585483
872	0.416334665
873	0.4163348817
874	0.4162976757
875	0.4162537542
876	0.4162537542
877	0.4162538083
878	0.4162537813
879	0.4162538083
880	0.4162538083
881	0.4162538625
882	0.4158446778
883	0.4158445695
884	0.4157451911
885	0.4157451098
886	0.4157451911
887	0.4156727829
888	0.4156730808
889	0.4156729995
890	0.4156725663
891	0.4156728641
892	0.4156694522
893	0.4156249621
894	0.4156249621
895	0.4156250433
896	0.4156250704
897	0.4156244205
898	0.4156244205
899	0.4156243664
900	0.4156246642
901	0.4156244747
902	0.4154988571
903	0.4154615969
904	0.415461272
905	0.415461272
906	0.415461272
907	0.4154612178
908	0.4154613261
909	0.4154612991
910	0.4154612991
911	0.4154573997
912	0.4154575351
913	0.4151685523
914	0.415168444
915	0.415168444
916	0.4151245226
917	0.4150639207
918	0.4150637582
919	0.4149502447
920	0.4149501093
921	0.4149500281
922	0.4149499739
923	0.4149500822
924	0.4149032904
925	0.4148925131
926	0.4148926215
927	0.4148924048
928	0.4145530559
929	0.4145532183
930	0.4145530288
931	0.4145530017
932	0.4145531642
933	0.4145530559
934	0.4145478026
935	0.4145479922
936	0.4145477214
937	0.414547586
938	0.4145476401
939	0.4145475318
940	0.4145288205
941	0.4145287664
942	0.4145290101
943	0.4145163644
944	0.4145163373
945	0.4145161477
946	0.4145161748
947	0.4145161206
948	0.4145034749
949	0.4144585516
950	0.4144586328
951	0.4144585245
952	0.4144524859
953	0.4144526484
954	0.4144525401
955	0.414441492
956	0.414441492
957	0.4144281694
958	0.4144281964
959	0.4142987337
960	0.4142988961
961	0.4142987878
962	0.4142988961
963	0.4142988691
964	0.4142988961
965	0.4140103466
966	0.4137577575
967	0.4137576492
968	0.4136560773
969	0.413655969
970	0.413655969
971	0.4135973168
972	0.4135974793
973	0.4135972356
974	0.4135973709
975	0.4135620875
976	0.4131215188
977	0.4131156156
978	0.413115724
979	0.4131156427
980	0.4131156698
981	0.4131154532
982	0.4130906221
983	0.4130905679
984	0.4130905409
985	0.4130835546
986	0.4130835546
987	0.4130833921
988	0.4130778139
989	0.4130779764
990	0.4130781118
991	0.4130180515
992	0.4130129878
993	0.4130130419
994	0.4128400638
995	0.4128399555
996	0.4128400097
997	0.4128400097
998	0.4128399014
999	0.4126287966
1000	0.4126291487
1001	0.4126291216
1002	0.4126290133
1003	0.4125256272
1004	0.4124950284
1005	0.4124949201
1006	0.412494893
1007	0.4122183664
1008	0.412218231
1009	0.412218231
1010	0.4122182039
1011	0.412218231
1012	0.4122181226
1013	0.4122181226
1014	0.4122180956
1015	0.4122180685
1016	0.4122181768
1017	0.4122181226
1018	0.4122180956
1019	0.4122181226
1020	0.4120238879
1021	0.4120239149
1022	0.4120239691
1023	0.4120236171
1024	0.4119005449
1025	0.4118372351
1026	0.4118373434
1027	0.4118370726
1028	0.4118008686
1029	0.4118009769
1030	0.4118007873
1031	0.4118007332
1032	0.4118007332
1033	0.4118008144
1034	0.4117977004
1035	0.4117867064
1036	0.4117841069
1037	0.411784134
1038	0.4117842152
1039	0.4117841881
1040	0.4117781496
1041	0.4117681034
1042	0.4117679681
1043	0.4114908186
1044	0.4114817473
1045	0.4114816661
1046	0.4114816119
1047	0.411481639
1048	0.4114815848
1049	0.4114815036
1050	0.4114521504
1051	0.4114521233
1052	0.4114520692
1053	0.4112028919
1054	0.411179848
1055	0.4111800917
1056	0.4111323792
1057	0.4111286424
1058	0.4111247972
1059	0.4111248514
1060	0.4111248785
1061	0.4111247702
1062	0.4111248243
1063	0.4111249055
1064	0.4111249326
1065	0.4110533097
1066	0.4110533639
1067	0.4110533097
1068	0.4110532827
1069	0.4110016438
1070	0.4110013188
1071	0.411001373
1072	0.4110014813
1073	0.4110014272
1074	0.4110014813
1075	0.4109986651
1076	0.410998611
1077	0.4109985297
1078	0.4109964447
1079	0.4109963093
1080	0.4109963635
1081	0.4109964447
1082	0.4109957948
1083	0.4109957406
1084	0.4109895667
1085	0.4109868589
1086	0.4109867776
1087	0.4109738341
1088	0.4109738611
1089	0.4109738882
1090	0.4109517108
1091	0.4109517108
1092	0.4109518192
1093	0.4109515484
1094	0.4109516567
1095	0.4109516838
1096	0.4109516025
1097	0.4108920296
1098	0.4108920567
1099	0.4106966846
1100	0.4106058359
1101	0.4106058089
1102	0.4105678447
1103	0.4105677905
1104	0.4105678988
1105	0.4105449903
1106	0.410544882
1107	0.4105108713
1108	0.4105109255
1109	0.4105109255
1110	0.4105108713
1111	0.4105055368
1112	0.4105055368
1113	0.4105055639
1114	0.4104688995
1115	0.4104671664
1116	0.4104671664
1117	0.4103949207
1118	0.4103949478
1119	0.4103949478
1120	0.4103949478
1121	0.4103937293
1122	0.4103937022
1123	0.4103934856
1124	0.4103935668
1125	0.4103935127
1126	0.4103898841
1127	0.4103897217
1128	0.4102884477
1129	0.4102612066
1130	0.4102166894
1131	0.4102166353
1132	0.4102166894
1133	0.4102166894
1134	0.4102167436
1135	0.4102133858
1136	0.4100620436
1137	0.410062179
1138	0.4100598231
1139	0.4100599044
1140	0.4100599314
1141	0.4100597419
1142	0.4099671872
1143	0.4099672143
1144	0.4099524836
1145	0.409952619
1146	0.409800356
1147	0.4097980814
1148	0.4097747397
1149	0.4096994882
1150	0.4096789627
1151	0.4096758757
1152	0.4096758486
1153	0.4096716785
1154	0.4096711099
1155	0.4096710557
1156	0.4096711099
1157	0.4096535088
1158	0.4096535088
1159	0.4095118336
1160	0.409511969
1161	0.4095118877
1162	0.4095117523
1163	0.4095117794
1164	0.4095117794
1165	0.4095077176
1166	0.4094939617
1167	0.4094851882
1168	0.4094851341
1169	0.4094844029
1170	0.4094844029
1171	0.4093444066
1172	0.4093444066
1173	0.409344542
1174	0.4093364455
1175	0.4092765747
1176	0.4092764122
1177	0.4092764122
1178	0.4092764935
1179	0.4092763852
1180	0.4092764935
1181	0.4092764935
1182	0.409276683
1183	0.4092764664
1184	0.4092765747
1185	0.409260815
1186	0.4092571864
1187	0.4091432939
1188	0.4091317584
1189	0.4091317855
1190	0.409129917
1191	0.40912989
1192	0.4090834231
1193	0.4090835043
1194	0.4090835043
1195	0.4090608125
1196	0.4090607583
1197	0.4090552343
1198	0.4090553967
1199	0.4090517682
1200	0.4090516599
1201	0.4089894604
1202	0.4089893791
1203	0.4089895416
1204	0.4089895958
1205	0.4089895416
1206	0.4089895687
1207	0.4089895958
1208	0.4089895416
1209	0.4089895958
1210	0.4089895145
1211	0.4089894874
1212	0.4089382547
1213	0.4089382547
1214	0.4089382547
1215	0.4089382547
1216	0.4089263943
1217	0.4089264214
1218	0.4089263943
1219	0.4087579113
1220	0.4087579113
1221	0.4087312118
1222	0.4087034833
1223	0.4087027793
1224	0.4087027793
1225	0.4086987716
1226	0.4086988529
1227	0.4086943307
1228	0.4084231386
1229	0.4084197538
1230	0.4084094639
1231	0.4084066207
1232	0.4084018819
1233	0.4084012862
1234	0.4083970619
1235	0.4083969536
1236	0.4083969536
1237	0.4083970619
1238	0.4083112498
1239	0.4081912375
1240	0.4081911563
1241	0.408188665
1242	0.4081887463
1243	0.408188638
1244	0.4081888275
1245	0.4081885567
1246	0.408188665
1247	0.4081885838
1248	0.4081887733
1249	0.4081887192
1250	0.4081887463
1251	0.4081885567
1252	0.4081887192
1253	0.4081886921
1254	0.4081888546
1255	0.4081887733
1256	0.4081882859
1257	0.4081882318
1258	0.4081882589
1259	0.4081883401
1260	0.4081883942
1261	0.4081883942
1262	0.4081883942
1263	0.4081883401
1264	0.4081479388
1265	0.4081479388
1266	0.4081243534
1267	0.4081243263
1268	0.4081242992
1269	0.408124218
1270	0.4081244346
1271	0.4081244346
1272	0.408120427
1273	0.4081179087
1274	0.4081179357
1275	0.407951619
1276	0.4079502921
1277	0.4079503192
1278	0.4079502921
1279	0.4079503463
1280	0.4079268962
1281	0.4079270316
1282	0.4079270046
1283	0.4079269775
1284	0.4079270316
1285	0.4079270046
1286	0.4079270316
1287	0.4079271399
1288	0.4079269233
1289	0.4079269775
1290	0.4079234843
1291	0.4079235656
1292	0.4079151712
1293	0.4079151712
1294	0.4078052321
1295	0.4078052321
1296	0.4078052863
1297	0.4078052592
1298	0.4078027138
1299	0.4078029575
1300	0.4078028492
1301	0.4078029033
1302	0.4078028763
1303	0.4078011432
1304	0.4078010078
1305	0.4077122713
1306	0.407712163
1307	0.4077122442
1308	0.407712163
1309	0.407712163
1310	0.4077121359
1311	0.4077121359
1312	0.4077120817
1313	0.4076939391
1314	0.4076938308
1315	0.4076937495
1316	0.4076937766
1317	0.4076936141
1318	0.4076937766
1319	0.4076937766
1320	0.4076878735
1321	0.4076771503
1322	0.4076747674
1323	0.4076747403
1324	0.4076704078
1325	0.4076586286
1326	0.4076562457
1327	0.4076562457
1328	0.4076562457
1329	0.4076562457
1330	0.4076562457
1331	0.4076562186
1332	0.4076562186
1333	0.4076562457
1334	0.4076561374
1335	0.4076560832
1336	0.4076561915
1337	0.4076562727
1338	0.4076561374
1339	0.4076561644
1340	0.4076561915
1341	0.4076562998
1342	0.4076563269
1343	0.4076562186
1344	0.4076560832
1345	0.4076560832
1346	0.4076560561
1347	0.4076560561
1348	0.4076560561
1349	0.407656029
1350	0.4076406213
1351	0.4076405942
1352	0.4076405942
1353	0.4076407026
1354	0.4076406484
1355	0.4075645034
1356	0.4075645034
1357	0.4075644492
1358	0.4074968881
1359	0.4074897394
1360	0.4074896581
1361	0.4074683202
1362	0.4074684014
1363	0.4074682931
1364	0.4074681848
1365	0.4074578408
1366	0.4074487965
1367	0.4074487965
1368	0.4074222054
1369	0.4074223408
1370	0.4074223678
1371	0.4074223137
1372	0.4074071226
1373	0.4074070143
1374	0.4074071497
1375	0.4074071767
1376	0.4074070684
1377	0.4074071226
1378	0.4074071226
1379	0.4074071226
1380	0.4073936916
1381	0.4073937458
1382	0.4073937999
1383	0.4073804231
1384	0.4073761176
1385	0.4073752782
1386	0.407372814
1387	0.4073717579
1388	0.4073718662
1389	0.407371785
1390	0.4073627408
1391	0.4073627678
1392	0.4073626866
1393	0.4073627678
1394	0.4073627949
1395	0.407362822
1396	0.407362822
1397	0.407362822
1398	0.4072754123
1399	0.4072716213
1400	0.4072715671
1401	0.4072716484
1402	0.407268751
1403	0.407268751
1404	0.4072577029
1405	0.4072577029
1406	0.4072576487
1407	0.4072576487
1408	0.4072575404
1409	0.4072575946
1410	0.407229135
1411	0.4072289454
1412	0.4072289183
1413	0.4072289454
1414	0.4072289183
1415	0.4072289454
1416	0.4072289996
1417	0.4072289996
1418	0.4072289996
1419	0.4072201178
1420	0.407220199
1421	0.4071921727
1422	0.4071921727
1423	0.4071922268
1424	0.4071888691
1425	0.4071796082
1426	0.4071794999
1427	0.4071797165
1428	0.4071797707
1429	0.4070994556
1430	0.4070994556
1431	0.4070992931
1432	0.4070992931
1433	0.4070992931
1434	0.4070992931
1435	0.4070994014
1436	0.4070992931
1437	0.4070995639
1438	0.4070993202
1439	0.4070993743
1440	0.4070993473
1441	0.4070993473
1442	0.4070991848
1443	0.4070868369
1444	0.407079634
1445	0.4070795799
1446	0.4070780906
1447	0.4070781176
1448	0.4070781718
1449	0.4070781718
1450	0.4070782259
1451	0.407078253
1452	0.4070782801
1453	0.4070781989
1454	0.4070781718
1455	0.4070525825
1456	0.4070520139
1457	0.4070376893
1458	0.407034142
1459	0.4070341149
1460	0.4070340878
1461	0.4070340878
1462	0.4070312175
1463	0.4070311633
1464	0.4070241771
1465	0.4069543684
1466	0.4069544497
1467	0.406894958
1468	0.4068950663
1469	0.4068950663
1470	0.4065501662
1471	0.4065500308
1472	0.4065477562
1473	0.4065477562
1474	0.4065477562
1475	0.4065477292
1476	0.4065477562
1477	0.4065477021
1478	0.4065477562
1479	0.4065477292
1480	0.4065477562
1481	0.4065466731
1482	0.4063782984
1483	0.4063782172
1484	0.4063782984
1485	0.4063769174
1486	0.4063768903
1487	0.4063623762
1488	0.406362322
1489	0.4063623762
1490	0.406362322
1491	0.4063620242
1492	0.4062032894
1493	0.4062032082
1494	0.4062032353
1495	0.4062033707
1496	0.4061493759
1497	0.4061400067
1498	0.406140088
1499	0.4061401151
1500	0.4061400609
1501	0.4061400609
1502	0.4061317748
1503	0.4061319373
1504	0.4061320727
1505	0.4061281192
1506	0.406124247
1507	0.4061241928
1508	0.4061241658
1509	0.4061241387
1510	0.4061241387
